Area set;SEM-IDA1
Auction name;PWR-SEM-GB-D+1
Auction date time;2023-05-05T16:30:00Z
FX rates
EUR;GBP;0,87466107
Market Area;NI-IDA1
Index prices;30;EUR
2023-05-05T22:00:00Z;2023-05-05T22:30:00Z;2023-05-05T23:00:00Z;2023-05-05T23:30:00Z;2023-05-06T00:00:00Z;2023-05-06T00:30:00Z;2023-05-06T01:00:00Z;2023-05-06T01:30:00Z;2023-05-06T02:00:00Z;2023-05-06T02:30:00Z;2023-05-06T03:00:00Z;2023-05-06T03:30:00Z;2023-05-06T04:00:00Z;2023-05-06T04:30:00Z;2023-05-06T05:00:00Z;2023-05-06T05:30:00Z;2023-05-06T06:00:00Z;2023-05-06T06:30:00Z;2023-05-06T07:00:00Z;2023-05-06T07:30:00Z;2023-05-06T08:00:00Z;2023-05-06T08:30:00Z;2023-05-06T09:00:00Z;2023-05-06T09:30:00Z;2023-05-06T10:00:00Z;2023-05-06T10:30:00Z;2023-05-06T11:00:00Z;2023-05-06T11:30:00Z;2023-05-06T12:00:00Z;2023-05-06T12:30:00Z;2023-05-06T13:00:00Z;2023-05-06T13:30:00Z;2023-05-06T14:00:00Z;2023-05-06T14:30:00Z;2023-05-06T15:00:00Z;2023-05-06T15:30:00Z;2023-05-06T16:00:00Z;2023-05-06T16:30:00Z;2023-05-06T17:00:00Z;2023-05-06T17:30:00Z;2023-05-06T18:00:00Z;2023-05-06T18:30:00Z;2023-05-06T19:00:00Z;2023-05-06T19:30:00Z;2023-05-06T20:00:00Z;2023-05-06T20:30:00Z;2023-05-06T21:00:00Z;2023-05-06T21:30:00Z
98,860;97,030;93,450;91,740;89,420;91,540;89,420;88,000;87,960;87,960;90,160;89,420;93,170;95,440;95,850;105,960;96,830;114,620;114,950;129,960;149,500;149,500;147,410;141,530;121,140;120,470;119,800;117,070;94,790;93,850;89,610;89,610;89,610;90,020;96,650;111,300;106,740;119,940;119,940;121,000;125,000;117,060;124,500;115,630;119,940;100,030;113,580;104,750
Index prices;30;GBP
2023-05-05T22:00:00Z;2023-05-05T22:30:00Z;2023-05-05T23:00:00Z;2023-05-05T23:30:00Z;2023-05-06T00:00:00Z;2023-05-06T00:30:00Z;2023-05-06T01:00:00Z;2023-05-06T01:30:00Z;2023-05-06T02:00:00Z;2023-05-06T02:30:00Z;2023-05-06T03:00:00Z;2023-05-06T03:30:00Z;2023-05-06T04:00:00Z;2023-05-06T04:30:00Z;2023-05-06T05:00:00Z;2023-05-06T05:30:00Z;2023-05-06T06:00:00Z;2023-05-06T06:30:00Z;2023-05-06T07:00:00Z;2023-05-06T07:30:00Z;2023-05-06T08:00:00Z;2023-05-06T08:30:00Z;2023-05-06T09:00:00Z;2023-05-06T09:30:00Z;2023-05-06T10:00:00Z;2023-05-06T10:30:00Z;2023-05-06T11:00:00Z;2023-05-06T11:30:00Z;2023-05-06T12:00:00Z;2023-05-06T12:30:00Z;2023-05-06T13:00:00Z;2023-05-06T13:30:00Z;2023-05-06T14:00:00Z;2023-05-06T14:30:00Z;2023-05-06T15:00:00Z;2023-05-06T15:30:00Z;2023-05-06T16:00:00Z;2023-05-06T16:30:00Z;2023-05-06T17:00:00Z;2023-05-06T17:30:00Z;2023-05-06T18:00:00Z;2023-05-06T18:30:00Z;2023-05-06T19:00:00Z;2023-05-06T19:30:00Z;2023-05-06T20:00:00Z;2023-05-06T20:30:00Z;2023-05-06T21:00:00Z;2023-05-06T21:30:00Z
86,469;84,869;81,737;80,241;78,210;80,066;78,210;76,970;76,935;76,935;78,861;78,210;81,492;83,478;83,840;92,683;84,693;100,255;100,542;113,671;130,762;130,762;128,934;123,794;105,959;105,373;104,784;102,400;82,909;82,090;78,378;78,378;78,378;78,737;84,536;97,350;93,358;104,910;104,910;105,834;109,333;102,392;108,894;101,133;104,910;87,496;99,345;91,621
Index volumes;30
2023-05-05T22:00:00Z;2023-05-05T22:30:00Z;2023-05-05T23:00:00Z;2023-05-05T23:30:00Z;2023-05-06T00:00:00Z;2023-05-06T00:30:00Z;2023-05-06T01:00:00Z;2023-05-06T01:30:00Z;2023-05-06T02:00:00Z;2023-05-06T02:30:00Z;2023-05-06T03:00:00Z;2023-05-06T03:30:00Z;2023-05-06T04:00:00Z;2023-05-06T04:30:00Z;2023-05-06T05:00:00Z;2023-05-06T05:30:00Z;2023-05-06T06:00:00Z;2023-05-06T06:30:00Z;2023-05-06T07:00:00Z;2023-05-06T07:30:00Z;2023-05-06T08:00:00Z;2023-05-06T08:30:00Z;2023-05-06T09:00:00Z;2023-05-06T09:30:00Z;2023-05-06T10:00:00Z;2023-05-06T10:30:00Z;2023-05-06T11:00:00Z;2023-05-06T11:30:00Z;2023-05-06T12:00:00Z;2023-05-06T12:30:00Z;2023-05-06T13:00:00Z;2023-05-06T13:30:00Z;2023-05-06T14:00:00Z;2023-05-06T14:30:00Z;2023-05-06T15:00:00Z;2023-05-06T15:30:00Z;2023-05-06T16:00:00Z;2023-05-06T16:30:00Z;2023-05-06T17:00:00Z;2023-05-06T17:30:00Z;2023-05-06T18:00:00Z;2023-05-06T18:30:00Z;2023-05-06T19:00:00Z;2023-05-06T19:30:00Z;2023-05-06T20:00:00Z;2023-05-06T20:30:00Z;2023-05-06T21:00:00Z;2023-05-06T21:30:00Z
176,9;170,7;146,6;146,2;139,1;138,3;110,3;109,9;103,4;102,9;130,8;130,5;170,8;161,2;198,8;189,7;183,7;189,9;178,6;174,5;178,1;178,5;155,7;155,5;132,0;133,0;174,3;173,0;207,8;208,3;177,8;176,5;190,0;190,9;177,3;178,8;167,5;166,7;170,3;171,3;170,8;173,9;143,9;151,8;122,7;129,3;270,0;218,3
Net position;30
2023-05-05T22:00:00Z;2023-05-05T22:30:00Z;2023-05-05T23:00:00Z;2023-05-05T23:30:00Z;2023-05-06T00:00:00Z;2023-05-06T00:30:00Z;2023-05-06T01:00:00Z;2023-05-06T01:30:00Z;2023-05-06T02:00:00Z;2023-05-06T02:30:00Z;2023-05-06T03:00:00Z;2023-05-06T03:30:00Z;2023-05-06T04:00:00Z;2023-05-06T04:30:00Z;2023-05-06T05:00:00Z;2023-05-06T05:30:00Z;2023-05-06T06:00:00Z;2023-05-06T06:30:00Z;2023-05-06T07:00:00Z;2023-05-06T07:30:00Z;2023-05-06T08:00:00Z;2023-05-06T08:30:00Z;2023-05-06T09:00:00Z;2023-05-06T09:30:00Z;2023-05-06T10:00:00Z;2023-05-06T10:30:00Z;2023-05-06T11:00:00Z;2023-05-06T11:30:00Z;2023-05-06T12:00:00Z;2023-05-06T12:30:00Z;2023-05-06T13:00:00Z;2023-05-06T13:30:00Z;2023-05-06T14:00:00Z;2023-05-06T14:30:00Z;2023-05-06T15:00:00Z;2023-05-06T15:30:00Z;2023-05-06T16:00:00Z;2023-05-06T16:30:00Z;2023-05-06T17:00:00Z;2023-05-06T17:30:00Z;2023-05-06T18:00:00Z;2023-05-06T18:30:00Z;2023-05-06T19:00:00Z;2023-05-06T19:30:00Z;2023-05-06T20:00:00Z;2023-05-06T20:30:00Z;2023-05-06T21:00:00Z;2023-05-06T21:30:00Z
