Area set;SEM-DA
Auction name;PWR-MRC-D+1
Auction date time;2023-05-05T10:00:00Z
FX rates
EUR;GBP;0,87466107
Market Area;NI-DA
Index prices;60;EUR
2023-05-05T22:00:00Z;2023-05-05T23:00:00Z;2023-05-06T00:00:00Z;2023-05-06T01:00:00Z;2023-05-06T02:00:00Z;2023-05-06T03:00:00Z;2023-05-06T04:00:00Z;2023-05-06T05:00:00Z;2023-05-06T06:00:00Z;2023-05-06T07:00:00Z;2023-05-06T08:00:00Z;2023-05-06T09:00:00Z;2023-05-06T10:00:00Z;2023-05-06T11:00:00Z;2023-05-06T12:00:00Z;2023-05-06T13:00:00Z;2023-05-06T14:00:00Z;2023-05-06T15:00:00Z;2023-05-06T16:00:00Z;2023-05-06T17:00:00Z;2023-05-06T18:00:00Z;2023-05-06T19:00:00Z;2023-05-06T20:00:00Z;2023-05-06T21:00:00Z
111,330;103,980;103,080;101,000;97,000;98,140;101,880;106,000;112,800;118,500;129,400;130,340;120,050;119,070;107,600;102,900;103,460;111,300;120,000;128,070;128,450;123,500;118,730;110,150
Index prices;60;GBP
2023-05-05T22:00:00Z;2023-05-05T23:00:00Z;2023-05-06T00:00:00Z;2023-05-06T01:00:00Z;2023-05-06T02:00:00Z;2023-05-06T03:00:00Z;2023-05-06T04:00:00Z;2023-05-06T05:00:00Z;2023-05-06T06:00:00Z;2023-05-06T07:00:00Z;2023-05-06T08:00:00Z;2023-05-06T09:00:00Z;2023-05-06T10:00:00Z;2023-05-06T11:00:00Z;2023-05-06T12:00:00Z;2023-05-06T13:00:00Z;2023-05-06T14:00:00Z;2023-05-06T15:00:00Z;2023-05-06T16:00:00Z;2023-05-06T17:00:00Z;2023-05-06T18:00:00Z;2023-05-06T19:00:00Z;2023-05-06T20:00:00Z;2023-05-06T21:00:00Z
97,376;90,947;90,160;88,341;84,842;85,839;89,110;92,714;98,662;103,647;113,181;114,000;105,000;104,146;94,114;90,003;90,492;97,350;104,959;112,020;112,350;108,021;103,849;96,344
Index volumes;60
2023-05-05T22:00:00Z;2023-05-05T23:00:00Z;2023-05-06T00:00:00Z;2023-05-06T01:00:00Z;2023-05-06T02:00:00Z;2023-05-06T03:00:00Z;2023-05-06T04:00:00Z;2023-05-06T05:00:00Z;2023-05-06T06:00:00Z;2023-05-06T07:00:00Z;2023-05-06T08:00:00Z;2023-05-06T09:00:00Z;2023-05-06T10:00:00Z;2023-05-06T11:00:00Z;2023-05-06T12:00:00Z;2023-05-06T13:00:00Z;2023-05-06T14:00:00Z;2023-05-06T15:00:00Z;2023-05-06T16:00:00Z;2023-05-06T17:00:00Z;2023-05-06T18:00:00Z;2023-05-06T19:00:00Z;2023-05-06T20:00:00Z;2023-05-06T21:00:00Z
693,4;608,4;577,9;616,6;606,6;594,0;622,9;703,8;798,3;904,9;909,3;902,5;896,6;899,0;868,9;832,9;822,2;901,0;900,8;910,5;876,2;859,8;823,5;771,4
Net position;60
2023-05-05T22:00:00Z;2023-05-05T23:00:00Z;2023-05-06T00:00:00Z;2023-05-06T01:00:00Z;2023-05-06T02:00:00Z;2023-05-06T03:00:00Z;2023-05-06T04:00:00Z;2023-05-06T05:00:00Z;2023-05-06T06:00:00Z;2023-05-06T07:00:00Z;2023-05-06T08:00:00Z;2023-05-06T09:00:00Z;2023-05-06T10:00:00Z;2023-05-06T11:00:00Z;2023-05-06T12:00:00Z;2023-05-06T13:00:00Z;2023-05-06T14:00:00Z;2023-05-06T15:00:00Z;2023-05-06T16:00:00Z;2023-05-06T17:00:00Z;2023-05-06T18:00:00Z;2023-05-06T19:00:00Z;2023-05-06T20:00:00Z;2023-05-06T21:00:00Z
-139,9;-85,8;-65,8;-153,3;-174,2;-149,8;-114,3;-143,5;-229,7;-248,0;-162,2;-143,8;-152,3;-103,7;-145,7;-135,6;-158,3;-233,2;-223,1;-186,3;-108,8;-202,6;-172,0;-208,4
Default blocks;60;EUR
Block name;SEMOpx_Baseload;SEMOpx_23-07;SEMOpx_07-15;SEMOpx_15-23;SEMOpx_23-03;SEMOpx_03-07;SEMOpx_07-11;SEMOpx_11-15;SEMOpx_15-19;SEMOpx_19-23;SEMOpx_23-01;SEMOpx_01-03;SEMOpx_03-05;SEMOpx_05-07;SEMOpx_07-09;SEMOpx_09-11;SEMOpx_11-13;SEMOpx_13-15;SEMOpx_15-17;SEMOpx_17-19;SEMOpx_19-21;SEMOpx_21-23
